time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-22 00:00:00+00:00,86,38,4,2
2025-05-23 00:00:00+00:00,54,33,20,8
2025-05-24 00:00:00+00:00,23,22,21,6
2025-05-25 00:00:00+00:00,29,27,11,5
2025-05-26 00:00:00+00:00,48,39,26,6
2025-05-27 00:00:00+00:00,69,40,37,15
2025-05-28 00:00:00+00:00,165,54,26,12
2025-05-29 00:00:00+00:00,100,53,45,38
2025-05-30 00:00:00+00:00,68,48,38,14
2025-05-31 00:00:00+00:00,25,23,11,6
2025-06-01 00:00:00+00:00,101,30,6,3
2025-06-02 00:00:00+00:00,171,55,24,10
2025-06-03 00:00:00+00:00,208,59,53,16
2025-06-04 00:00:00+00:00,65,50,49,14
2025-06-05 00:00:00+00:00,31,17,9,4
