time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-18 00:00:00+00:00,66,24,18,10
2025-03-19 00:00:00+00:00,114,40,20,10
2025-03-20 00:00:00+00:00,85,45,134,17
2025-03-21 00:00:00+00:00,76,32,50,12
2025-03-22 00:00:00+00:00,33,18,15,6
2025-03-23 00:00:00+00:00,44,22,4,3
2025-03-24 00:00:00+00:00,82,32,25,5
2025-03-25 00:00:00+00:00,67,32,25,9
2025-03-26 00:00:00+00:00,152,41,41,10
2025-03-27 00:00:00+00:00,112,39,35,13
2025-03-28 00:00:00+00:00,76,44,17,9
2025-03-29 00:00:00+00:00,34,17,12,8
2025-03-30 00:00:00+00:00,46,18,2,2
2025-03-31 00:00:00+00:00,59,29,63,21
2025-04-01 00:00:00+00:00,31,13,20,3
