time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-20 00:00:00+00:00,81,32,27,6
2025-06-21 00:00:00+00:00,24,24,7,2
2025-06-22 00:00:00+00:00,42,31,3,3
2025-06-23 00:00:00+00:00,1038,102,49,9
2025-06-24 00:00:00+00:00,918,90,48,13
2025-06-25 00:00:00+00:00,34,29,16,10
2025-06-26 00:00:00+00:00,46,36,33,8
2025-06-27 00:00:00+00:00,95,52,19,12
2025-06-28 00:00:00+00:00,28,25,8,4
2025-06-29 00:00:00+00:00,30,28,4,3
2025-06-30 00:00:00+00:00,52,42,34,8
2025-07-01 00:00:00+00:00,262,50,70,16
2025-07-02 00:00:00+00:00,206,54,17,7
2025-07-03 00:00:00+00:00,176,52,12,10
2025-07-04 00:00:00+00:00,13,9,16,7
