time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-02 00:00:00+00:00,290,178,543,154
2025-06-03 00:00:00+00:00,383,159,698,239
2025-06-04 00:00:00+00:00,337,154,786,246
2025-06-05 00:00:00+00:00,482,162,738,243
2025-06-06 00:00:00+00:00,213,177,622,214
2025-06-07 00:00:00+00:00,85,76,382,99
2025-06-08 00:00:00+00:00,54,46,309,101
2025-06-09 00:00:00+00:00,255,127,736,210
2025-06-10 00:00:00+00:00,173,139,1005,279
2025-06-11 00:00:00+00:00,188,124,1025,247
2025-06-12 00:00:00+00:00,383,117,748,273
2025-06-13 00:00:00+00:00,176,152,848,217
2025-06-14 00:00:00+00:00,53,45,301,97
2025-06-15 00:00:00+00:00,59,41,402,105
2025-06-16 00:00:00+00:00,100,25,208,82
