time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-29 00:00:00+00:00,56,47,459,128
2024-11-30 00:00:00+00:00,54,14,404,119
2024-12-01 00:00:00+00:00,63,19,288,114
2024-12-02 00:00:00+00:00,95,55,943,255
2024-12-03 00:00:00+00:00,270,64,875,233
2024-12-04 00:00:00+00:00,62,39,830,222
2024-12-05 00:00:00+00:00,56,44,1112,248
2024-12-06 00:00:00+00:00,152,35,824,223
2024-12-07 00:00:00+00:00,43,13,404,89
2024-12-08 00:00:00+00:00,35,24,305,96
2024-12-09 00:00:00+00:00,113,55,738,232
2024-12-10 00:00:00+00:00,39,27,1024,222
2024-12-11 00:00:00+00:00,84,60,885,202
2024-12-12 00:00:00+00:00,132,57,965,231
2024-12-13 00:00:00+00:00,19,17,199,67
